,227,Non-Communicable Disease and Injury,Treatment for oncologic processes,,Colorectoral cancer (screening + treatment),Colorectoral cancer (screening + treatment),,Major Surgical Procedures,,Colorectoral cancer (screening + treatment),added from Uganda HBP,Uganda,Ginsberg (2012); BMJ,0,Colonoscopy at age 50 (with surgical removal of polyps)+ cancer treatment,None,,,,0.001115,0.296686994,0.001115,0.300247237,269.280,,,Total Population (50 years),,,100.00%,Total population," 18,989,441 ",0.01%,GBD NCD,1898.9441,100.00%,10.00%,100%,Severity,100%,,,,,5.325572265,,5.325572265,,5.325572265,Not available,5.325572265,Uganda estimate (2020),180,180,72,108,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,Complete,Complete,Complete,Complete,New data available,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,
,228,Non-Communicable Disease and Injury,Treatment for oncologic processes,,Colorectoral cancer (treatment),Colorectoral cancer (treatment),,Major Surgical Procedures,,Colorectoral cancer (treatment),added from Uganda HBP,Uganda,Ginsberg (2012); BMJ,0,"Cancer treatment by surgery, chemotherapy, and/or radiotherapy",None,,,,0.000792,0.123239213,0.000792,0.124718083,157.472,,,People with colorectoral cancer (incidence),,,100.00%,People with colorectoral cancer," 18,989,441 ",0.01%,GBD NCD,1898.9441,100.00%,100.00%,100%,Severity,100%,,,,,680.53562,,680.53562,,680.53562,Not available,680.53562,Uganda estimate (2020),180,180,72,108,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,Complete,Complete,Complete,Complete,New data available,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,
,229,Non-Communicable Disease and Injury,Treatment for oncologic processes,,Emergency inguinal hernia repair,Emergency inguinal hernia repair,Ingunial hernia repair,Major Surgical Procedures,,Emergency inguinal hernia repair,added from Uganda HBP,Zambia,Roberts (2016); World J Surg,0,"Emergency inguinal hernia repair, using Zambian life expectancy",None,,,,35.83333333,265.8561,35.83333333,269.0463732,7.508,,,Total population,,,0.00%,Total population x strangulated incidence," 18,898,441 ",1.75%,GBD NCD,330722.7175,,90.00%,100%,Severity,100%,,,,,91.53,"Interoperative and post operative variable costs (excluding personnel) taken from Ghana study - Shillcutt et al., 2010 - https://jamanetwork.com/journals/jamasurgery/fullarticle/10.1001/archsurg.2010.208",91.53,,91.53,38.686251,38.686251,New Malawi estimate (2021),180,180,72,108,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,Complete,Complete,Complete,Complete,New data available,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,
,230,Non-Communicable Disease and Injury,Treatment for oncologic processes,,Elective inguinal hernia repair,Elective inguinal hernia repair,Ingunial hernia repair,Major Surgical Procedures,,Elective inguinal hernia repair,added from Uganda HBP,Zambia,Roberts (2016); World J Surg,0,"Elective inguinal hernia repair, using Zambian life expectancy",None,,,,6.125,163.9626975,6.125,165.9302499,27.091,,,Total population,,,0.00%,Total population," 18,989,441 ",3.65%,GBD NCD,693114.5965,,50.00%,50%,,50%,,,,,91.53,"Interoperative and post operative variable costs (excluding personnel) taken from Ghana study - Shillcutt et al., 2010 - https://jamanetwork.com/journals/jamasurgery/fullarticle/10.1001/archsurg.2010.208",91.53,,91.53,38.686251,38.686251,New Malawi estimate (2021),180,180,72,108,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,Complete,Complete,Complete,Complete,New data available,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,
,231,Non-Communicable Disease and Injury,Treatment for oncologic processes,,Retinopathy Screening and photocoagulation for diabetics,Retinopathy Screening and photocoagulation for diabetics,,Tomography,,Retinopathy Screening and photocoagulation for diabetics,added from Uganda HBP,Uganda,Ortegón (2012); BMJ,0,Retinopathy screening + photocoagulation + intensive glycaemic control,None,,,,0.001529,1.446919645,0.001529,1.464282681,957.673,,,People with diabetes,"1,590",100.00%,100.00%,People with diabetes (calc from above)," 286,936 ",100.00%,,286936,10.00%,10.00%,50%,if in treatment would be good uptake,10%,0,0,1.03316257,1.03316257,,,1.03316257,,1.03316257,Not available,1.03316257,Uganda estimate (2020),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,Complete,Complete,Complete,Complete,New data available,"Check with MOH whether this should be dropped from analysis. Comment from Emi - ""This is also mostly equipment and health care worker time; not sure how to include""",,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,
,232,Non-Communicable Disease and Injury,Treatment for oncologic processes,,Prevention of cardiovascular disease,Prevention of cardiovascular disease,,Over 5 Outpatient visit,,Prevention of cardiovascular disease,added from Uganda HBP,Uganda,Ortegón (2012); BMJ,0,Preventive multidrug treatment for >35% risk of cardiovascular event,None,,,,0.003163,0.150625704,0.003163,0.152433213,48.193,,,,,,100.00%,People with hypertension (calc from above)," 1,576,620 ",100.00%,,1576620,,5.00%,5%,,5%,0,27.39771683,27.39771683,27.39771683,,,27.39771683,,27.39771683,3.405612,3.405612,New Malawi estimate (2021),1.238950168,9.034712305,1.849883622,13.86759714,18.16322923,0.457252627,2.5480796,6.049689834,0,0,0,0,0,0,0,0,0,0,0,0,0,No,Complete,Complete,Complete,Complete,New data available,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,
,233,Non-Communicable Disease and Injury,Treatment for oncologic processes,,Amputation,Amputation,,Major Surgical Procedures,,Amputation,added from Uganda HBP,Zambia,Roberts (2016); World J Surg,0,"Amputation, using Zambian life expectancy",None,,,,21.26086957,637.5906348,21.26086957,645.2417224,30.349,,,Total population,,,0.00%,," 18,989,441 ",0.003%,GBD,569.68323,,90.00%,90%,Severity,90%,,,,,778.2155,"Costs included : Analgesia (IV and oral), Antibiosis (IV and oral), lab tests, impaging studies, cost of crutches
Source - Thompson et al. (2019) diabetes-related lower limb amputations at a single district hospital in KwaZulu-Natal - https://www.tandfonline.com/doi/full/10.1080/16089677.2020.1782007",778.2155,,778.2155,150.928248,150.928248,New Malawi estimate (2021),180,180,72,108,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,Complete,Complete,Complete,Complete,New data available,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,
,234,Non-Communicable Disease and Injury,Treatment for oncologic processes,,Fistula,Fistula repair surgery,,Major Surgical Procedures,,Fistula,added from Uganda HBP,Uganda,Epiu (2018); Health Policy Plan,0,Fistula repair surgery,None,,,,7.02,402.6126,7.02,407.4439512,58.040,,,Women of reproductive age (15-49),,,0.10%,Women of reproductive age (15-49)," 4,799,004 ",0.14%,GBD maternal,6718.6056,,26.00%,50%,,50%,,,,,48.705,Epiu et al (2018) - https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6263022/ - only medicines and consumables costs were considered,48.705,,48.705,59.170986,59.170986,New Malawi estimate (2021),180,180,72,108,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,Complete,Complete,Complete,Complete,New data available,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,
,235,Nutrition,Diagnosis/nutrition assessment,Diagnosis/ assessment,Diagnosis/ assessment,Diagnosis/ assessment,,,Primary,,This is too broad,,,,,,,,,,,,,,,,,,,,"Children 0-15, pregnant/lactating women",,,,,,,,,,,,,,,,,,,Not available,,N/A,,,,,,,,,,,,,,,,,,,,,,No,Incomplete,Incomplete,Incomplete,Incomplete,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,236,Nutrition,Prevention of vitamin A defficiency in children,Vitamin A supplementation in infants and children 6-59 months,Vitamin A supplementation in infants and children 6-59 months,Vitamin A supplementation in infants and children 6-59 months,,Antenatal Care - Followup Visit,Primary,Child Days Plus (CDP): month-long outreach activity distributing vitamin A capsules to preschool children,,Uganda,Fiedler (2014); Food Nutr Bull,0,Child Days Plus (CDP): month-long outreach activity distributing vitamin A capsules to preschool children and deworms children 6 months-14 years old,None,,,,0.009747506,0.711624178,0.009747506,0.720163668,73.882,,2010 US$,Children 0-4 years,"23,245",58.80%,100.00%,Children 0-59 months," 2,888,984 ",100.00%,,2888984,94.00%,50.00%,94%,EPI program,94%,0.099726791,0.099726791,0.099726791,0.099726791,,,0.099726791,0,0,0.072744,0.072744,New Malawi estimate (2021),0.291423118,0.291423118,3.130165832,9.229970856,0.708576882,3.5,0.287426935,0.287426935,0,0,0,0,0,0,0,0,0,0,0,0,0,No,Complete,Complete,Complete,Complete,New data available,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,
,237,Nutrition,treatment of intestinal worms/Deworming,Deworming (children),Deworming (children),Vitamin A supplementation in infants and children 6-59 months + Deworming,,Antenatal Care - Followup Visit,Primary,Child Days Plus (CDP): month-long outreach activity distributing vitamin A capsules to preschool children and deworms children 6 months-14 years old,CE evidence is only available on compund intervention - treat this as a substitute for 236),Uganda,Fiedler (2014); Food Nutr Bull,0,Child Days Plus (CDP): month-long outreach activity distributing vitamin A capsules to preschool children and deworms children 6 months-14 years old,None,,,,0.007986483,1.373675008,0.007986483,1.390159108,174.064,,2010 US$,Children 0-14 years,"76,121",100.00%,100.00%,Children 0-14 years," 7,909,282 ",100.00%,,7909282,77.00%,90.00%,90%,,77%,0,0,0,0,0.022,Fiedler et al. (2014) - https://journals.sagepub.com/doi/pdf/10.1177/156482651403500111,0.022,0.05537116,0.05537116,0.006528,0.006528,New Malawi estimate (2021),0.291423118,0.291423118,3.130165832,9.229970856,0.708576882,3.5,0.287426935,0.287426935,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Complete,Complete,Complete,Complete,New data available,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,
,238,Nutrition,Treatment in adults/Nutrition care support and treatment,Management of moderate acute malnutrition (pregnant and lactating women),Management of moderate acute malnutrition (pregnant and lactating women),Management of moderate acute malnutrition (pregnant and lactating women),,,Primary,Management of moderate acute malnutrition (pregnant and lactating women),,,,0,,,,,,,,,,,,,Pregnant women,"6,760",9.00%,100.00%,Pregnant women," 949,472 ",,,,62.00%,95.00%,60%,Estimate from Ng'ambi 2020/program,60%,,,,,43.9690434,Uganda OHT,43.9690434,44.0926408,44.0926408,38.532864,38.532864,New Malawi estimate (2021),,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,No,Incomplete,Incomplete,Complete,Incomplete,New data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,239,Nutrition,Treatment in adults/Nutrition care support and treatment,Management of severe acute malnutrition (pregnant and lactating women),Management of moderate acute malnutrition (pregnant and lactating women),Management of severe acute malnutrition (pregnant and lactating women),,,Secondary,Management of moderate acute malnutrition (pregnant and lactating women),,,,0,,,,,,,,,,,,,Pregnant women,"6,760",9.00%,100.00%,Pregnant women," 949,472 ",,,,62.00%,95.00%,60%,Estimate from Ng'ambi 2020/program,60%,,,,,43.9690434,Uganda OHT,43.9690434,44.0926408,44.0926408,Not available,44.0926408,Malawi estimate (2016),,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,No,Incomplete,Incomplete,Complete,Incomplete,New data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,240,Nutrition,Treatment in adults/Nutrition care support and treatment,"Nutrition care, support and treatment program for Adolescents and adults","Nutrition care, support and treatment program for Adolescents and adults","Nutrition care, support and treatment program for Adolescents and adults",,,Primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.037184,52.037184,New Malawi estimate (2021),,,,,,,,,,,,,,,,,,,,,,No,Incomplete,Incomplete,Complete,Incomplete,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,241,Nutrition,Treatment in children/community management of acute malnutrition,Management of moderate acute malnutrition (children),Community-based management of moderate acute malnutrition (children),Community-based management of moderate acute malnutrition (children),,Community-based intervention,Community,Community-based management of moderate acute malnutrition (children),,Malawi,Wilford (2012); Health Policy Plan,0,Community-based management of acute malnutrition,None,,,,3.9,208.77156,3.9,211.2768187,54.174,,,,,,20.00%,Children 0-14 x cum incidence MAM," 7,909,282 ",2.70%,DHS/GBD child,213550.614,,35.00%,60%,Estimate from Ng'ambi 2020/program,60%,43.9690434,43.9690434,43.9690434,43.9690434,,,43.9690434,,43.9690434,79.2,79.2,New Malawi estimate (2021),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,No,Complete,Complete,Complete,Complete,New data available,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,
,242,Nutrition,Treatment in children/community management of acute malnutrition,Management of moderate acute malnutrition (children),Management of moderate acute malnutrition (children),Management of moderate acute malnutrition (children),,,Secondary,,,,,,,,,,,,,,,,,,Children 1-59 months,"25,313",2.40%,,Children 0-14 x cum incidence MAM," 7,909,282 ",3%,DHS/GBD child,213550.614,86.00%,,60%,Estimate from Ng'ambi 2020/program,60%,,,,,,,,0,0,79.2,79.2,New Malawi estimate (2021),,,,,,,,,,,,,,,,,,,,,,No,Incomplete,Complete,Complete,Incomplete,New data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,243,Nutrition,Treatment in children/community management of acute malnutrition,Management of severe malnutrition (children),Management of severe malnutrition (children) - inpatient,Management of severe malnutrition (children),Management of severe malnutrition (children) - inpatient,Treatment of U5 Severe Malnutirion,Secondary,Management of severe malnutrition (children) - inpatient,,Bangladesh,Puett (2013); Health Policy Plan,0,Inpatient treatment for severe acute malnutrition,None,,,,2.38857,609.44,2.38857,616.75328,258.210,,,Children 6-59 months,,,4.90%,Children 0-14 x cum incidence SAM," 7,909,282 ",0.60%,DHS/GBD child,47455.692,,35.00%,90%,Higher for severity,90%,51.8977702,51.8977702,51.8977702,94.51512017,,,94.51512017,,94.51512017,9.169056,9.169056,New Malawi estimate (2021),0.343283153,0.91117089,0.514216254,7.656716847,3.827649949,0.057213859,0.071340205,0.25429041,0,0,0,0,0,0,0,0,210,0,0,0,0,Yes,Complete,Complete,Complete,Complete,New data available,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,
,244,Nutrition,Treatment in children/community management of acute malnutrition,Management of severe malnutrition (children),Community-based management of severe malnutrition (children),Management of severe malnutrition (children),,,Community,Community-based management of severe malnutrition (children),,Malawi,Wilford (2012); Health Policy Plan,0,Community-based management of acute malnutrition,None,,,,3.9,208.77156,3.9,211.2768187,54.174,,,,,,20.00%,Children 0-14 x cum incidence SAM," 7,909,282 ",1%,DHS/GBD child,47455.692,,35.00%,60%,Estimate from Ng'ambi 2020/program,60%,,,,,130.27,Malawi HBP,130.27,,130.27,Not available,130.27,Uganda estimate (2020),,,,,,,,,,,,0,0,0,0,0,40,0,0,0,0,Yes,NA,NA,NA,NA,NA,remove - repetition,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,
,245,Nutrition,Micronutrient supplementation,Micronutrient supplementation,Vitamin A supplementation in infants and children 6-59 months,Vitamin-A supplementation,Vitamin A supplementation in infants and children 6-59 months,Over 5 Outpatient visit,Primary,Vitamin A supplementation in infants and children 6-59 months,,"Afr-E region (Botswana, Burundi, Central African Republic, Congo, Côte d'Ivoire, Democratic Republic Of The Congo, Eritrea, Ethiopi
Mozambique, Namibia, Rwanda, South Africa, Swaziland, Uganda, United Republic of Tanzania, Zambia, Zimbabwe )",Edejer et al. (2005),per capita,Vitamin A supplementation (95%),None,0.001698925,0.442428348,Int $ (2000),0.001698925,0.442428348,0.011249753,1.32674849,117.936,Yes,2000 Int$,Children 6-59 months,"23,245",58.80%,100.00%,Children 0-59 months," 2,888,984 ",100.00%,,2888984,94.00%,50.00%,94%,EPI program,94%,0.099726791,0.099726791,0.099726791,0.099726791,,,0.099726791,0,0,0.072744,0.072744,New Malawi estimate (2021),1.238950168,9.034712305,1.849883622,13.86759714,18.16322923,0.457252627,2.5480796,6.049689834,0,0,0,0,0,0,0,0,0,0,0,0,0,No,Complete,Complete,Complete,Complete,New data available,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,
,246,Nutrition,Micronutrient supplementation,Micronutrient supplementation,Calcium supplementation,Micronutrient supplementation,,,,Calcium Supplementation,added from Uganda HBP,Tanzania,Robberstad (2007); Cost Eff Resour Alloc,0,Calcium antagonist (Cab),None,,,,0.4,581.196,0.4,588.170352,1470.426,,,,,,100.00%,Children 0-59 months," 2,888,984 ",100%,,2888984,,20.00%,20%,Unsure,20%,10.7704934,10.7704934,10.7704934,10.7704934,,,10.7704934,,10.7704934,Not available,10.7704934,Uganda estimate (2020),,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,No,NA,NA,NA,NA,NA,remove - the CE evidence is incorrect. No evidence available for calcium supplementation,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,
,247,Nutrition,GMP,Growth Monitoring,Growth Monitoring,Growth Monitoring,,,Primary,Growth Monitoring,,,,0,,,,,,,,,,,,,,-,0.00%,,Children 6-59 months,,100%,,,,,,,,,,,,,,0,,0,Not available,0,Uganda estimate (2020),,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,No,Incomplete,Incomplete,Complete,Incomplete,New data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,248,Nutrition,Micronutrient supplementation,Micronutrient supplementation,Zinc supplementation,Zinc supplementation,,Over 5 Outpatient visit,Primary,Zinc supplementation,,"Afr-E region (Botswana, Burundi, Central African Republic, Congo, Côte d'Ivoire, Democratic Republic Of The Congo, Eritrea, Ethiopi
Mozambique, Namibia, Rwanda, South Africa, Swaziland, Uganda, United Republic of Tanzania, Zambia, Zimbabwe )",Edejer et al. (2005),per capita,Zinc  supplementation (95%),None,0.000548611,0.067249109,Int $ (2000),0.000548611,0.067249109,0.003632733,0.20166577,55.514,Yes,2000 Int$,,,,100.00%,Children 0-59 months," 2,888,984 ",100.00%,,2888984,,100.00%,94%,EPI program,94%,14.56011145,14.56011145,0,0,,,14.56011145,,14.56011145,0.0108,0.0108,New Malawi estimate (2021),1.238950168,9.034712305,1.849883622,13.86759714,18.16322923,0.457252627,2.5480796,6.049689834,0,0,0,0,0,0,0,0,0,0,0,0,0,No,Complete,Complete,Complete,Complete,New data available,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,
,249,Nutrition,Micronutrient supplementation,Micronutrient supplementation,Child Days Plus (CDP): month-long outreach activity distributing vitamin A capsules to preschool children and deworms children 6 months-14 years old,Micronutrient supplementation,,,Primary,,,Uganda,Fiedler (2014); Food Nutr Bull,,Child Days Plus (CDP): month-long outreach activity distributing vitamin A capsules to preschool children and deworms children 6 months-14 years old,None,,,,0.01,0.71,0.009747506,0.720163668,73.882,,2010 US$,Children 0-4 years,,,100.00%,Children 0-59 months," 2,888,984 ",100%,,2888984,,95.00%,70%,,70%,,,,,0.022,CE paper - Fiedler et al. (2014) - https://journals.sagepub.com/doi/pdf/10.1177/156482651403500111,0.022,,0.022,Not available,0.022,Uganda estimate (2020),,,,,,,,,,,,,,,,,,,,,,No,NA,NA,NA,NA,NA,remove - repetitive (see intervention 236),,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,
,250,Nutrition,Micronutrient supplementation,Micronutrient supplementation,Community management of nutrition in under-5 - micronutrient powder,Iron supplementation,,Over 5 Outpatient visit,Community,Community management of nutrition in under-5 - micronutrient powder,added from Uganda HBP,Uganda,Pasricha et al. (2020),0,Provision of a 6-month course of iron-containing daily MNPs to children aged 6 months,Nothing,,,,0.0028,10.6821,0.0028,10.8102852,3860.816,,,Children 0-4 years,,,100.00%,Children 0-59 months," 2,888,984 ",100.00%,,2888984,,95.00%,70%,,70%,,,,,9.9,"Cost of a course of MNPs for Uganda assumed by the CE paper(Pasricha et al., 2020) - see supplementary material, pg 28",9.9,,9.9,5.184,5.184,New Malawi estimate (2021),1.238950168,9.034712305,1.849883622,13.86759714,18.16322923,0.457252627,2.5480796,6.049689834,0,0,0,0,0,0,0,0,0,0,0,0,0,No,Complete,Complete,Complete,Complete,New data available,,,,,,Nothing,,,,,,,,,,,,,,,,,,,,,,,,,
,251,Nutrition,Screening/Active case finding,Mass nutrition screening,Provision of supplementary food and nutrition counselling with growth monitoring,Provision of supplementary food and nutrition counselling with growth monitoring,,Over 5 Outpatient visit,Primary,Provision of supplementary food and nutrition counselling with growth monitoring,,"Afr-E region (Botswana, Burundi, Central African Republic, Congo, Côte d'Ivoire, Democratic Republic Of The Congo, Eritrea, Ethiopi
Mozambique, Namibia, Rwanda, South Africa, Swaziland, Uganda, United Republic of Tanzania, Zambia, Zimbabwe )",Edejer et al. (2005),per capita,Provision of supplementary food and nutrition counselling with growth monitoring (95%),None,0.000141577,5.900224444,Int $ (2000),0.000141577,5.900224444,0.000937479,17.69351786,18873.500,Yes,2000 Int$,,,,100.00%,Children 0-59 months," 2,888,984 ",100.00%,,2888984,,50.00%,50%,,50%,,,,,42.00536382,CE paper - Edejer et al. (2005) - https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1285096/,42.00536382,,42.00536382,Not available,42.00536382,Uganda estimate (2020),1.238950168,9.034712305,1.849883622,13.86759714,18.16322923,0.457252627,2.5480796,6.049689834,0,0,0,0,0,0,0,0,0,0,0,0,0,No,Complete,Complete,Complete,Complete,New data available,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,
,252,Nutrition,Cooking demostrations and feed prepations for Treatment of malnutriton,Food preparation,Food preparation,Food preparation,,,Primary/ Secondary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not available,,N/A,,,,,,,,,,,,,,,,,,,,,,No,Incomplete,Incomplete,Incomplete,Incomplete,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,253,Nutrition,Monitoring and evaluation Tools,Procurement of CMAM /NCST equipment,Procurement of CMAM /NCST equipment,Procurement of CMAM /NCST equipment,,,Primary/secondary/tertiary,,Not a health intervention,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not available,,N/A,,,,,,,,,,,,,,,,,,,,,,No,NA,NA,NA,NA,NA,remove - this is not a service delivery intervention,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,254,Nutrition,Nutrition waste management,waste disposal,Solid Wastes Disposal,Solid Wastes Disposal,,,Primary/secondary,Solid Wastes Disposal,See intervention 234,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,Not available,0,Uganda estimate (2020),,,,,,,,,,,,,,,,,,,,,,No,Incomplete,Incomplete,Complete,Incomplete,New data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,255,Nutrition,Infection prevention in Nutritition Rehabilaitation Units,Procuremant of Protective equipment,Procuremant of Protective equipment,Procuremant of Protective equipment,,,Primary/ Secondary,,Not a health intervention,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not available,,N/A,,,,,,,,,,,,,,,,,,,,,,No,NA,NA,NA,NA,NA,remove - this is not a service delivery intervention,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,256,Nutrition,Clinical Ditetics,Management of and Procurement of anteral and parenteral nutrition equipment,Management of and Procurement of anteral and parenteral nutrition equipment,Management of and Procurement of anteral and parenteral nutrition equipment,,,Secondary,,Not a health intervention,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not available,,N/A,,,,,,,,,,,,,,,,,,,,,,No,NA,NA,NA,NA,NA,remove - this is not a service delivery intervention,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,257,Nutrition,Fortification,Vitamin-A fortification (sugar) and Zinc fortification (wheat),Vitamin-A fortification (sugar) and Zinc fortification (wheat),Vitamin-A fortification (sugar) and Zinc fortification (wheat),,No HRH time,,Vitamin-A fortification (sugar) and Zinc fortification (wheat),added from Uganda HBP,"Afr-E region (Botswana, Burundi, Central African Republic, Congo, Côte d'Ivoire, Democratic Republic Of The Congo, Eritrea, Ethiopi
Mozambique, Namibia, Rwanda, South Africa, Swaziland, Uganda, United Republic of Tanzania, Zambia, Zimbabwe )",Edejer et al. (2005),per capita,Vitamin A fortification and Zinc fortification (95%),None,0.002123656,0.040703408,Int $ (2000),0.002123656,0.040703408,0.014062191,0.122060861,8.680,Yes,2000 Int$,Children 0-4 years,,,100.00%,Children 0-59 months," 2,888,984 ",100.00%,,2888984,,95.00%,95%,,95%,,,,,0.021683918,CE paper - Edejer et al. (2005) - https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1285096/,0.021683918,,0.021683918,0.0384,0.0384,New Malawi estimate (2021),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,Complete,Complete,Complete,Complete,New data available,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,
,258,Nutrition,Fortification,Iron fortification,Iron fortification,Iron fortification,,,,Iron fortification,added from Uganda HBP,Afr-D,Baltussen et al. (2004),per capita,Iron fortification 80-95%,None,0.001919573,0.038698822,Int $ (2000),0.001919573,0.038698822,0.001933777,0.017655351,9.130,Yes,2000 Int$,Total population,,,100.00%,Total Population," 18,989,441 ",100%,,18989441,,60.00%,95%,,95%,,,,,0.046981823,CE paper - Batussen et al. (2004) - https://academic.oup.com/jn/article/134/10/2678/4688367 - Note that costs are actually for Arf-D region,0.046981823,,0.046981823,0.1248,0.1248,New Malawi estimate (2021),,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,No,NA,NA,NA,NA,NA,"remove - more comprehensive intervention added below (Fortification of sugar, oil, maize meal and wheat)",,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,
,259,Oral Health,Tooth extraction,Management of severe tooth pain - tooth extraction,Management of severe tooth pain - tooth extraction,Management of severe tooth pain - tooth extraction,,,Community/Primary,Management of severe tooth pain - tooth extraction,,,,0,,,,,,,,,,,,,People 4+,"170,326",5.60%,,Total Population >5," 16,009,457 ",,,,100.00%,,,,100%,,,,,,,0,0,0,0.589356,0.589356,New Malawi estimate (2021),,,,,,,,,,,,0,90,0,100,0,0,0,0,0,0,No,Incomplete,Incomplete,Complete,Incomplete,New data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,260,Oral Health,conservative treatment(tooth fillings),Management of mild tooth pain - tooth filling,Management of mild tooth pain - tooth filling,Management of mild tooth pain - tooth filling,,,Secondary,Management of mild tooth pain - tooth filling,,,,0,,,,,,,,,,,,,People 4+,"177,552",3.10%,,Total Population >5," 16,009,457 ",,,,100.00%,,,,100%,,,,,,,0,0,0,0.93702,0.93702,New Malawi estimate (2021),,,,,,,,,,,,0,30,30,15,0,0,0,0,0,0,No,Incomplete,Incomplete,Complete,Incomplete,New data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,261,Oral Health,conservative treatment(tooth fillings),Atraumatic restorative treatment (ART) ,Atraumatic restorative treatment (ART) ,Atraumatic restorative treatment (ART) ,,,Community,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not available,,N/A,,,,,,,,,,,,,,,,,,,,,,No,Incomplete,Incomplete,Incomplete,Incomplete,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,262,Oral Health,conservative treatment(tooth fillings),Root canal therapy,Root canal therapy,Root canal therapy,,,Teritary,Root canal therapy,,,,0,,,,,,,,,,,,,People 9+,"138,883",5.60%,,Total Population 18+," 9,674,513 ",,,,100.00%,,,,100%,,,,,,,0,0,0,13.031208,13.031208,New Malawi estimate (2021),,,,,,,,,,,,0,90,0,100,0,0,0,0,0,0,No,Incomplete,Incomplete,Complete,Incomplete,New data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
